user_id,tariff,month,minutes_spent,messages_sent,gb_used,minutes_included,messages_included,mb_per_month_included,rub_per_minute,rub_per_message,rub_per_gb,rub_monthly_fee,city,revenue
1015,smart,8,394,68,27,500,50,15360,3,3,200,550,Челябинск,3004.0
1015,smart,9,486,68,17,500,50,15360,3,3,200,550,Челябинск,1004.0
1015,smart,10,577,68,17,500,50,15360,3,3,200,550,Челябинск,1235.0
1015,smart,11,454,61,22,500,50,15360,3,3,200,550,Челябинск,1983.0
1015,smart,12,499,74,20,500,50,15360,3,3,200,550,Челябинск,1622.0
1016,ultra,11,28,39,8,3000,1000,30720,1,1,150,1950,Омск,1950.0
1016,ultra,12,94,103,19,3000,1000,30720,1,1,150,1950,Омск,1950.0
1017,smart,5,111,0,6,500,50,15360,3,3,200,550,Краснодар,550.0
1017,smart,6,341,0,17,500,50,15360,3,3,200,550,Краснодар,950.0
1017,smart,7,461,0,19,500,50,15360,3,3,200,550,Краснодар,1350.0
1017,smart,8,389,0,17,500,50,15360,3,3,200,550,Краснодар,950.0
1017,smart,9,366,0,18,500,50,15360,3,3,200,550,Краснодар,1150.0
1017,smart,10,329,0,21,500,50,15360,3,3,200,550,Краснодар,1750.0
1017,smart,11,463,0,21,500,50,15360,3,3,200,550,Краснодар,1750.0
1017,smart,12,444,0,16,500,50,15360,3,3,200,550,Краснодар,750.0
1018,ultra,4,636,34,6,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,5,507,30,5,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,6,679,24,12,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,7,760,25,7,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,8,929,20,9,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,9,520,21,8,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,10,503,26,8,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,11,685,17,5,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1018,ultra,12,839,37,6,3000,1000,30720,1,1,150,1950,Уфа,1950.0
1019,ultra,5,300,21,11,3000,1000,30720,1,1,150,1950,Томск,1950.0
1019,ultra,6,386,25,22,3000,1000,30720,1,1,150,1950,Томск,1950.0
1019,ultra,7,453,16,18,3000,1000,30720,1,1,150,1950,Томск,1950.0
1019,ultra,8,360,19,28,3000,1000,30720,1,1,150,1950,Томск,1950.0
1019,ultra,9,519,21,16,3000,1000,30720,1,1,150,1950,Томск,1950.0
1019,ultra,10,95,8,1,3000,1000,30720,1,1,150,1950,Томск,1950.0
1020,smart,10,239,5,5,500,50,15360,3,3,200,550,Чита,550.0
1020,smart,11,674,24,18,500,50,15360,3,3,200,550,Чита,1672.0
1020,smart,12,340,9,10,500,50,15360,3,3,200,550,Чита,550.0
1021,ultra,4,90,13,5,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,5,989,101,16,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,6,948,101,22,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,7,1197,103,20,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,8,1000,93,18,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,9,1115,113,18,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,10,1024,106,20,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,11,993,94,28,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1021,ultra,12,962,77,27,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1022,smart,12,267,10,16,500,50,15360,3,3,200,550,Санкт-Петербург,750.0
1023,smart,10,156,16,7,500,50,15360,3,3,200,550,Томск,550.0
1023,smart,11,512,46,17,500,50,15360,3,3,200,550,Томск,986.0
1023,smart,12,557,49,28,500,50,15360,3,3,200,550,Томск,3321.0
1024,ultra,10,79,0,4,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1024,ultra,11,1146,0,43,3000,1000,30720,1,1,150,1950,Санкт-Петербург,3900.0
1024,ultra,12,949,0,36,3000,1000,30720,1,1,150,1950,Санкт-Петербург,2850.0
1025,smart,3,323,14,8,500,50,15360,3,3,200,550,Уфа,550.0
1025,smart,4,464,27,11,500,50,15360,3,3,200,550,Уфа,550.0
1025,smart,5,552,27,21,500,50,15360,3,3,200,550,Уфа,1906.0
1025,smart,6,548,29,13,500,50,15360,3,3,200,550,Уфа,694.0
1025,smart,7,577,40,12,500,50,15360,3,3,200,550,Уфа,781.0
1025,smart,8,444,28,18,500,50,15360,3,3,200,550,Уфа,1150.0
1025,smart,9,514,16,10,500,50,15360,3,3,200,550,Уфа,592.0
1025,smart,10,653,43,15,500,50,15360,3,3,200,550,Уфа,1009.0
1025,smart,11,563,35,15,500,50,15360,3,3,200,550,Уфа,739.0
1025,smart,12,503,41,17,500,50,15360,3,3,200,550,Уфа,959.0
1026,smart,10,535,39,14,500,50,15360,3,3,200,550,Мурманск,655.0
1026,smart,11,469,48,12,500,50,15360,3,3,200,550,Мурманск,550.0
1026,smart,12,531,57,17,500,50,15360,3,3,200,550,Мурманск,1064.0
1027,smart,4,379,8,12,500,50,15360,3,3,200,550,Петрозаводск,550.0
1027,smart,5,623,22,25,500,50,15360,3,3,200,550,Петрозаводск,2919.0
1027,smart,6,441,14,15,500,50,15360,3,3,200,550,Петрозаводск,550.0
1027,smart,7,477,21,20,500,50,15360,3,3,200,550,Петрозаводск,1550.0
1027,smart,8,474,23,25,500,50,15360,3,3,200,550,Петрозаводск,2550.0
1027,smart,9,388,10,19,500,50,15360,3,3,200,550,Петрозаводск,1350.0
1027,smart,10,373,13,22,500,50,15360,3,3,200,550,Петрозаводск,1950.0
1027,smart,11,348,9,25,500,50,15360,3,3,200,550,Петрозаводск,2550.0
1027,smart,12,516,15,22,500,50,15360,3,3,200,550,Петрозаводск,1998.0
1028,ultra,10,954,223,22,3000,1000,30720,1,1,150,1950,Тверь,1950.0
1028,ultra,11,1021,182,18,3000,1000,30720,1,1,150,1950,Тверь,1950.0
1028,ultra,12,1189,171,16,3000,1000,30720,1,1,150,1950,Тверь,1950.0
1029,smart,9,422,24,6,500,50,15360,3,3,200,550,Екатеринбург,550.0
1029,smart,10,609,62,22,500,50,15360,3,3,200,550,Екатеринбург,2313.0
1029,smart,11,679,38,15,500,50,15360,3,3,200,550,Екатеринбург,1087.0
1029,smart,12,891,44,15,500,50,15360,3,3,200,550,Екатеринбург,1723.0
1030,smart,5,109,17,6,500,50,15360,3,3,200,550,Махачкала,550.0
1030,smart,6,313,106,10,500,50,15360,3,3,200,550,Махачкала,718.0
1030,smart,7,328,101,13,500,50,15360,3,3,200,550,Махачкала,703.0
1030,smart,8,426,97,12,500,50,15360,3,3,200,550,Махачкала,691.0
1030,smart,9,439,93,12,500,50,15360,3,3,200,550,Махачкала,679.0
1030,smart,10,345,91,14,500,50,15360,3,3,200,550,Махачкала,673.0
1030,smart,11,413,91,19,500,50,15360,3,3,200,550,Махачкала,1473.0
1030,smart,12,393,92,13,500,50,15360,3,3,200,550,Махачкала,676.0
1031,smart,11,665,25,12,500,50,15360,3,3,200,550,Москва,1045.0
1031,smart,12,562,27,10,500,50,15360,3,3,200,550,Москва,736.0
1032,smart,1,380,38,24,500,50,15360,3,3,200,550,Ульяновск,2350.0
1032,smart,2,371,36,13,500,50,15360,3,3,200,550,Ульяновск,550.0
1032,smart,3,487,41,25,500,50,15360,3,3,200,550,Ульяновск,2550.0
1032,smart,4,521,30,17,500,50,15360,3,3,200,550,Ульяновск,1013.0
1032,smart,5,512,28,17,500,50,15360,3,3,200,550,Ульяновск,986.0
1032,smart,6,402,33,19,500,50,15360,3,3,200,550,Ульяновск,1350.0
1032,smart,7,415,31,20,500,50,15360,3,3,200,550,Ульяновск,1550.0
1032,smart,8,446,47,25,500,50,15360,3,3,200,550,Ульяновск,2550.0
1032,smart,9,507,35,18,500,50,15360,3,3,200,550,Ульяновск,1171.0
1032,smart,10,385,35,15,500,50,15360,3,3,200,550,Ульяновск,550.0
1032,smart,11,410,30,23,500,50,15360,3,3,200,550,Ульяновск,2150.0
1032,smart,12,482,36,18,500,50,15360,3,3,200,550,Ульяновск,1150.0
1033,smart,7,311,36,12,500,50,15360,3,3,200,550,Москва,550.0
1033,smart,8,345,77,22,500,50,15360,3,3,200,550,Москва,2031.0
1033,smart,9,411,77,26,500,50,15360,3,3,200,550,Москва,2831.0
1033,smart,10,375,80,20,500,50,15360,3,3,200,550,Москва,1640.0
1033,smart,11,425,72,25,500,50,15360,3,3,200,550,Москва,2616.0
1033,smart,12,231,72,21,500,50,15360,3,3,200,550,Москва,1816.0
1034,smart,8,170,6,3,500,50,15360,3,3,200,550,Вологда,550.0
1034,smart,9,730,37,17,500,50,15360,3,3,200,550,Вологда,1640.0
1034,smart,10,549,33,20,500,50,15360,3,3,200,550,Вологда,1697.0
1034,smart,11,350,26,11,500,50,15360,3,3,200,550,Вологда,550.0
1035,smart,4,398,50,13,500,50,15360,3,3,200,550,Тюмень,550.0
1035,smart,5,608,54,15,500,50,15360,3,3,200,550,Тюмень,886.0
1035,smart,6,427,51,11,500,50,15360,3,3,200,550,Тюмень,553.0
1035,smart,7,493,63,14,500,50,15360,3,3,200,550,Тюмень,589.0
1035,smart,8,494,54,12,500,50,15360,3,3,200,550,Тюмень,562.0
1035,smart,9,420,50,16,500,50,15360,3,3,200,550,Тюмень,750.0
1035,smart,10,250,53,19,500,50,15360,3,3,200,550,Тюмень,1359.0
1035,smart,11,303,51,12,500,50,15360,3,3,200,550,Тюмень,553.0
1035,smart,12,467,51,12,500,50,15360,3,3,200,550,Тюмень,553.0
1036,smart,7,285,1,9,500,50,15360,3,3,200,550,Санкт-Петербург,550.0
1036,smart,8,554,3,17,500,50,15360,3,3,200,550,Санкт-Петербург,1112.0
1036,smart,9,430,5,16,500,50,15360,3,3,200,550,Санкт-Петербург,750.0
1036,smart,10,530,3,16,500,50,15360,3,3,200,550,Санкт-Петербург,840.0
1036,smart,11,424,0,15,500,50,15360,3,3,200,550,Санкт-Петербург,550.0
1036,smart,12,669,0,15,500,50,15360,3,3,200,550,Санкт-Петербург,1057.0
1037,smart,10,304,16,11,500,50,15360,3,3,200,550,Череповец,550.0
1037,smart,11,341,18,13,500,50,15360,3,3,200,550,Череповец,550.0
1037,smart,12,408,26,12,500,50,15360,3,3,200,550,Череповец,550.0
1038,smart,10,342,7,17,500,50,15360,3,3,200,550,Москва,950.0
1038,smart,11,272,10,15,500,50,15360,3,3,200,550,Москва,550.0
1038,smart,12,344,13,17,500,50,15360,3,3,200,550,Москва,950.0
1039,ultra,6,156,62,7,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,7,433,136,22,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,8,398,119,25,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,9,600,130,25,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,10,576,140,24,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,11,541,137,21,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1039,ultra,12,542,109,20,3000,1000,30720,1,1,150,1950,Ярославль,1950.0
1040,smart,6,207,0,16,500,50,15360,3,3,200,550,Сочи,750.0
1040,smart,7,357,0,19,500,50,15360,3,3,200,550,Сочи,1350.0
1040,smart,8,348,0,22,500,50,15360,3,3,200,550,Сочи,1950.0
1040,smart,9,254,0,16,500,50,15360,3,3,200,550,Сочи,750.0
1040,smart,10,287,0,25,500,50,15360,3,3,200,550,Сочи,2550.0
1040,smart,11,437,0,20,500,50,15360,3,3,200,550,Сочи,1550.0
1040,smart,12,379,0,17,500,50,15360,3,3,200,550,Сочи,950.0
1041,smart,11,12,0,3,500,50,15360,3,3,200,550,Москва,550.0
1041,smart,12,861,26,23,500,50,15360,3,3,200,550,Москва,3233.0
1042,smart,11,133,15,7,500,50,15360,3,3,200,550,Хабаровск,550.0
1042,smart,12,728,75,37,500,50,15360,3,3,200,550,Хабаровск,5709.0
1043,smart,7,252,6,15,500,50,15360,3,3,200,550,Ставрополь,550.0
1043,smart,8,297,8,19,500,50,15360,3,3,200,550,Ставрополь,1350.0
1043,smart,9,295,9,27,500,50,15360,3,3,200,550,Ставрополь,2950.0
1043,smart,10,512,10,23,500,50,15360,3,3,200,550,Ставрополь,2186.0
1043,smart,11,403,9,18,500,50,15360,3,3,200,550,Ставрополь,1150.0
1043,smart,12,537,6,20,500,50,15360,3,3,200,550,Ставрополь,1661.0
1044,smart,5,246,3,16,500,50,15360,3,3,200,550,Рязань,750.0
1044,smart,6,308,12,18,500,50,15360,3,3,200,550,Рязань,1150.0
1044,smart,7,254,6,24,500,50,15360,3,3,200,550,Рязань,2350.0
1044,smart,8,385,5,20,500,50,15360,3,3,200,550,Рязань,1550.0
1044,smart,9,390,12,21,500,50,15360,3,3,200,550,Рязань,1750.0
1044,smart,10,338,16,15,500,50,15360,3,3,200,550,Рязань,550.0
1044,smart,11,369,16,17,500,50,15360,3,3,200,550,Рязань,950.0
1044,smart,12,364,10,22,500,50,15360,3,3,200,550,Рязань,1950.0
1045,smart,1,9,5,3,500,50,15360,3,3,200,550,Улан-Удэ,550.0
1045,smart,2,189,49,15,500,50,15360,3,3,200,550,Улан-Удэ,550.0
1045,smart,3,229,58,14,500,50,15360,3,3,200,550,Улан-Удэ,574.0
1045,smart,4,219,52,19,500,50,15360,3,3,200,550,Улан-Удэ,1356.0
1045,smart,5,290,55,22,500,50,15360,3,3,200,550,Улан-Удэ,1965.0
1045,smart,6,229,65,17,500,50,15360,3,3,200,550,Улан-Удэ,995.0
1045,smart,7,185,57,17,500,50,15360,3,3,200,550,Улан-Удэ,971.0
1045,smart,8,222,63,23,500,50,15360,3,3,200,550,Улан-Удэ,2189.0
1045,smart,9,299,52,16,500,50,15360,3,3,200,550,Улан-Удэ,756.0
1045,smart,10,285,48,14,500,50,15360,3,3,200,550,Улан-Удэ,550.0
1045,smart,11,273,71,23,500,50,15360,3,3,200,550,Улан-Удэ,2213.0
1045,smart,12,256,49,19,500,50,15360,3,3,200,550,Улан-Удэ,1350.0
1046,smart,8,228,13,8,500,50,15360,3,3,200,550,Тула,550.0
1046,smart,9,504,34,16,500,50,15360,3,3,200,550,Тула,762.0
1046,smart,10,443,37,24,500,50,15360,3,3,200,550,Тула,2350.0
1046,smart,11,545,33,21,500,50,15360,3,3,200,550,Тула,1885.0
1046,smart,12,555,48,22,500,50,15360,3,3,200,550,Тула,2115.0
1047,smart,10,109,5,2,500,50,15360,3,3,200,550,Саратов,550.0
1047,smart,11,762,66,26,500,50,15360,3,3,200,550,Саратов,3584.0
1047,smart,12,822,73,27,500,50,15360,3,3,200,550,Саратов,3985.0
1048,ultra,8,271,36,8,3000,1000,30720,1,1,150,1950,Новокузнецк,1950.0
1048,ultra,9,834,81,8,3000,1000,30720,1,1,150,1950,Новокузнецк,1950.0
1048,ultra,10,641,99,8,3000,1000,30720,1,1,150,1950,Новокузнецк,1950.0
1048,ultra,11,813,101,9,3000,1000,30720,1,1,150,1950,Новокузнецк,1950.0
1048,ultra,12,688,78,8,3000,1000,30720,1,1,150,1950,Новокузнецк,1950.0
1049,ultra,3,403,0,7,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,4,528,0,6,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,5,525,0,10,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,6,520,0,8,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,7,653,0,9,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,8,506,0,9,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,9,671,0,10,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,10,586,0,4,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,11,666,0,13,3000,1000,30720,1,1,150,1950,Москва,1950.0
1049,ultra,12,822,0,8,3000,1000,30720,1,1,150,1950,Москва,1950.0
1050,ultra,6,94,25,10,3000,1000,30720,1,1,150,1950,Тюмень,1950.0
1050,ultra,7,209,52,35,3000,1000,30720,1,1,150,1950,Тюмень,2700.0
1050,ultra,8,320,52,25,3000,1000,30720,1,1,150,1950,Тюмень,1950.0
1050,ultra,9,225,33,30,3000,1000,30720,1,1,150,1950,Тюмень,1950.0
1050,ultra,10,50,2,1,3000,1000,30720,1,1,150,1950,Тюмень,1950.0
1051,smart,5,59,0,2,500,50,15360,3,3,200,550,Москва,550.0
1051,smart,6,517,3,14,500,50,15360,3,3,200,550,Москва,601.0
1051,smart,7,348,3,21,500,50,15360,3,3,200,550,Москва,1750.0
1051,smart,8,398,3,23,500,50,15360,3,3,200,550,Москва,2150.0
1051,smart,9,311,6,14,500,50,15360,3,3,200,550,Москва,550.0
1051,smart,10,123,0,10,500,50,15360,3,3,200,550,Москва,550.0
1052,smart,7,98,19,3,500,50,15360,3,3,200,550,Санкт-Петербург,550.0
1052,smart,8,706,111,18,500,50,15360,3,3,200,550,Санкт-Петербург,1951.0
1052,smart,9,816,80,21,500,50,15360,3,3,200,550,Санкт-Петербург,2788.0
1052,smart,10,906,104,16,500,50,15360,3,3,200,550,Санкт-Петербург,2130.0
1052,smart,11,682,106,20,500,50,15360,3,3,200,550,Санкт-Петербург,2264.0
1052,smart,12,859,96,13,500,50,15360,3,3,200,550,Санкт-Петербург,1765.0
1053,ultra,9,1,0,1,3000,1000,30720,1,1,150,1950,Ростов-на-Дону,1950.0
1053,ultra,10,640,0,21,3000,1000,30720,1,1,150,1950,Ростов-на-Дону,1950.0
1053,ultra,11,783,0,15,3000,1000,30720,1,1,150,1950,Ростов-на-Дону,1950.0
1053,ultra,12,722,0,16,3000,1000,30720,1,1,150,1950,Ростов-на-Дону,1950.0
1054,smart,3,237,28,11,500,50,15360,3,3,200,550,Омск,550.0
1054,smart,4,564,54,17,500,50,15360,3,3,200,550,Омск,1154.0
1054,smart,5,737,55,16,500,50,15360,3,3,200,550,Омск,1476.0
1054,smart,6,527,69,19,500,50,15360,3,3,200,550,Омск,1488.0
1054,smart,7,627,77,18,500,50,15360,3,3,200,550,Омск,1612.0
1054,smart,8,605,53,16,500,50,15360,3,3,200,550,Омск,1074.0
1054,smart,9,672,65,19,500,50,15360,3,3,200,550,Омск,1911.0
